run:
0	4	19	0	0	
1	0	0	0	2	
2	0	0	0	1	
3	2	0	0	1	
4	0	0	0	0	
5	1	0	0	2	
6	0	0	0	2	
7	0	0	0	1	
8	1	0	0	2	
9	0	0	0	1	
10	6	20	0	0	
11	1	0	0	1	
12	2	0	0	1	
13	0	0	0	1	
14	1	0	0	3	
15	2	0	0	2	
16	0	0	0	1	
17	5	0	0	2	
18	0	0	0	0	
19	1	0	0	0	
20	10	19	0	1	
21	3	0	0	0	
22	3	0	0	1	
23	1	0	0	2	
24	0	0	0	0	
25	3	0	0	1	
26	1	0	0	1	
27	1	0	0	3	
28	1	0	0	1	
29	1	0	0	1	
30	9	25	0	1	
31	0	0	0	0	
32	2	0	0	0	
33	2	0	0	5	
34	0	0	0	0	
35	1	0	0	1	
36	1	0	0	0	
37	2	0	0	0	
38	0	0	0	2	
39	1	0	0	0	
40	6	20	0	0	
41	1	0	0	2	
42	3	0	0	3	
43	2	0	0	0	
44	2	0	0	1	
45	1	0	0	0	
46	2	0	0	1	
47	2	0	0	1	
48	0	0	0	1	
49	0	0	0	0	
50	7	17	0	1	
51	1	0	0	2	
52	2	0	0	0	
53	1	0	0	1	
54	0	0	0	2	
55	2	0	0	1	
56	2	0	0	0	
57	1	0	0	0	
58	0	0	0	1	
59	0	0	0	1	
60	5	12	0	2	
61	0	0	0	2	
62	1	0	0	1	
63	1	0	0	1	
64	1	0	0	2	
65	1	0	0	0	
66	0	0	0	0	
67	1	0	0	2	
68	0	0	0	1	
69	0	0	0	0	
70	3	13	0	2	
71	1	0	0	0	
72	0	0	0	3	
73	0	0	0	0	
74	0	0	0	1	
75	5	0	0	1	
76	1	0	0	0	
77	1	0	0	2	
78	1	0	0	2	
79	1	0	0	1	
80	1	16	0	1	
81	1	0	0	1	
82	0	0	0	4	
83	0	0	0	1	
84	0	0	0	1	
85	1	0	0	0	
86	1	0	0	1	
87	1	0	0	0	
88	1	0	0	3	
89	0	0	0	0	
90	3	8	0	2	
91	0	0	0	0	
92	0	0	0	0	
93	2	0	0	4	
94	0	0	0	0	
95	0	0	0	1	
96	0	0	0	0	
97	0	0	0	0	
98	0	0	0	0	
99	0	0	0	1	
100	7	9	0	0	
101	0	0	0	1	
102	1	0	0	0	
103	0	0	0	1	
104	0	0	0	1	
105	1	0	0	1	
106	0	0	0	2	
107	0	0	0	2	
108	1	0	0	0	
109	1	0	0	0	
110	4	12	0	0	
111	0	0	0	1	
112	0	0	0	2	
113	1	0	0	1	
114	0	0	0	0	
115	2	0	0	1	
116	1	0	0	1	
117	1	0	0	1	
118	1	0	0	0	
119	1	0	0	1	
120	3	8	0	2	
121	0	0	0	2	
122	0	0	0	0	
123	0	0	0	0	
124	0	0	0	1	
125	3	0	0	2	
126	0	0	0	2	
127	0	0	0	1	
128	0	0	0	1	
129	0	0	0	1	
130	2	2	0	0	
131	1	0	0	2	
132	1	0	0	0	
133	1	0	0	2	
134	2	0	0	0	
135	2	0	0	3	
136	0	0	0	0	
137	2	0	0	1	
138	0	0	0	2	
139	1	0	0	2	
140	3	0	0	1	
141	0	0	0	1	
142	0	0	0	1	
143	0	0	0	0	
144	0	0	0	1	
145	1	0	0	2	
146	0	0	0	2	
147	0	0	0	1	
148	0	0	0	2	
149	1	0	0	2	
150	0	4	0	1	
151	1	0	1	0	
152	2	0	4	1	
153	0	0	2	0	
154	0	0	5	0	
155	1	0	8	0	
156	1	0	7	1	
157	1	0	14	2	
158	1	0	3	0	
159	0	0	19	1	
160	3	1	20	1	
161	2	0	19	1	
162	0	0	25	2	
163	0	0	20	1	
164	0	0	17	2	
165	0	0	12	2	
166	0	0	13	2	
167	0	0	16	0	
168	0	0	8	0	
169	0	0	9	0	
170	5	1	12	2	
171	1	0	8	1	
172	1	0	2	0	
173	2	0	0	0	
174	1	0	4	1	
175	3	0	1	2	
176	0	0	0	2	
177	1	0	0	1	
178	1	0	1	3	
179	0	0	0	2	
180	2	4	0	1	
181	0	0	0	1	
182	0	0	0	1	
183	0	0	0	1	
184	0	0	0	0	
185	4	0	0	1	
186	1	0	0	1	
187	1	0	0	1	
188	0	0	0	2	
189	0	0	0	1	
190	1	3	0	1	
191	0	0	0	0	
192	0	0	0	0	
193	0	0	0	2	
194	1	0	0	0	
195	2	0	0	1	
196	0	0	0	1	
197	0	0	0	1	
198	0	0	0	1	
199	0	0	0	0	
200	2	5	0	2	
201	0	0	0	1	
202	0	0	0	1	
203	0	0	0	2	
204	0	0	0	1	
205	0	0	0	1	
206	0	0	0	1	
207	0	0	0	0	
208	0	0	0	0	
209	0	0	0	0	
210	3	8	0	0	
211	0	0	0	1	
212	1	0	0	0	
213	1	0	0	0	
214	1	0	0	1	
215	0	0	0	1	
216	0	0	0	3	
217	0	0	0	2	
218	2	0	0	1	
219	0	0	0	4	
220	2	7	0	3	
221	0	0	0	2	
222	0	0	0	0	
223	0	0	0	0	
224	0	0	0	0	
225	0	0	0	3	
226	1	0	0	1	
227	0	0	0	0	
228	0	0	0	0	
229	0	0	0	0	
230	3	14	0	1	
231	1	0	0	0	
232	1	0	0	0	
233	0	0	0	1	
234	1	0	0	2	
235	5	0	0	1	
236	0	0	0	2	
237	0	0	0	1	
238	0	0	0	0	
239	0	0	0	2	
240	1	3	0	0	
241	1	0	0	0	
242	1	0	0	0	
243	1	0	0	0	
244	0	0	0	1	
245	1	0	0	0	
246	0	0	0	1	
247	0	0	0	0	
248	0	0	0	0	
249	0	0	0	2	
CONSTRUÍDO COM SUCESSO (tempo total: 1 segundo)
